re78,is_treat,age,educ,black,hisp,married,nodegr,re74,re75
22800,no,32,12,no,no,yes,no,25900,19100
13100,no,26,12,no,no,no,no,18700,20200
25600,no,31,16,no,no,yes,no,21700,25200
25600,no,29,16,no,no,yes,no,20400,15700
14600,no,32,9,no,no,no,yes,21000,10800
16600,no,48,8,no,no,yes,yes,18800,24600
0,no,31,12,no,no,yes,no,18200,12600
24000,no,53,14,no,no,yes,no,25900,25200
1180,no,46,18,no,no,yes,no,25900,25200
20100,no,23,15,no,no,no,no,7840,11300
17000,no,18,10,no,no,no,yes,5540,5980
21900,no,39,12,no,no,yes,no,25900,14700
16700,no,21,12,no,no,yes,no,11100,4030
20600,no,34,8,yes,no,yes,yes,14900,13600
0,no,41,12,no,no,no,no,0,0
15600,no,28,12,no,no,yes,no,6240,6270
25600,no,47,11,no,no,yes,yes,25900,25200
3880,no,20,13,no,no,no,no,3630,3860
15900,no,27,12,no,no,yes,no,12400,14800
23700,no,25,16,no,no,yes,no,23200,9750
0,no,29,11,yes,no,yes,yes,8370,10700
15600,no,32,12,no,no,no,no,6200,12900
15100,no,27,7,no,no,yes,yes,5510,6110
16100,no,43,12,no,no,yes,no,20400,18600
13300,no,17,10,no,no,no,yes,247,1050
13800,no,22,8,no,no,yes,yes,15700,14600
23100,no,31,12,no,no,yes,no,25900,25000
6660,no,45,10,no,no,yes,yes,12100,25200
20600,no,25,16,no,no,yes,no,16900,16400
13400,no,29,9,no,no,yes,yes,11200,2880
13800,no,38,9,no,no,yes,yes,15200,16600
14100,no,52,8,no,no,yes,yes,11800,11000
0,no,45,12,no,no,yes,no,0,0
0,no,22,12,no,no,no,no,9510,7460
14300,no,43,12,no,no,yes,no,15000,8380
0,no,46,12,no,no,yes,no,0,0
9180,no,18,11,no,no,no,yes,890,5190
20800,no,43,14,no,no,yes,no,21100,21300
25600,no,34,12,yes,no,yes,no,23100,19500
7180,no,21,10,yes,no,yes,yes,7790,7960
5140,no,29,8,yes,no,no,yes,7150,10900
19900,no,33,10,no,no,yes,yes,18600,23900
9840,no,21,12,no,no,yes,no,17200,16900
22000,no,35,8,no,no,yes,yes,19700,25200
25600,no,48,11,no,no,yes,yes,25900,25200
1250,no,25,14,no,no,yes,no,25900,25200
25600,no,25,16,no,no,yes,no,25900,24500
12100,no,46,12,no,no,yes,no,10200,11600
0,no,20,13,no,no,no,no,1890,528
5900,no,17,10,no,no,no,yes,0,911
6260,no,28,8,no,no,yes,yes,3850,11100
8920,no,25,12,no,no,yes,no,5910,8140
15600,no,55,16,no,no,yes,no,21000,20000
0,no,42,9,no,no,yes,yes,24800,25200
19100,no,30,18,no,no,yes,no,20100,19600
0,no,33,12,no,no,yes,no,16200,11200
10900,no,36,7,yes,no,yes,yes,9460,9620
2640,no,48,12,yes,no,yes,no,1780,0
8580,no,39,8,yes,no,yes,yes,8350,9240
15200,no,27,12,yes,no,yes,no,18100,14000
15700,no,45,10,yes,no,yes,yes,16800,14800
1560,no,19,12,yes,no,no,no,1490,10100
24000,no,26,12,yes,no,yes,no,15200,14100
10300,no,17,11,yes,no,no,yes,1050,2850
21200,no,46,12,no,no,yes,no,25900,22100
0,no,35,13,no,no,yes,no,7840,7720
6520,no,21,10,no,no,yes,yes,13600,11300
6760,no,45,12,no,no,yes,no,19900,0
22500,no,30,12,no,no,yes,no,25900,25200
21700,no,29,12,yes,no,yes,no,17300,5470
13900,no,25,12,no,no,yes,no,15100,8370
6880,no,40,12,no,no,yes,no,16700,17300
18400,no,44,16,no,no,yes,no,0,18200
25600,no,29,16,no,no,yes,no,15000,15200
25600,no,43,18,no,no,yes,no,25900,25200
25600,no,55,12,no,no,yes,no,25900,25200
10500,no,27,11,yes,no,yes,yes,5510,17500
25600,no,36,14,no,no,yes,no,21500,22100
7850,no,20,12,no,no,no,no,8400,11100
18900,no,34,12,no,no,yes,no,18800,17800
21700,no,25,13,no,no,yes,no,15000,13800
17100,no,35,2,no,yes,yes,yes,16500,17900
12400,no,16,6,no,yes,no,yes,7020,10700
20700,no,36,7,no,yes,yes,yes,15000,16600
25600,no,55,12,no,no,yes,no,25900,25200
19500,no,19,12,no,no,no,no,1800,8300
8200,no,18,9,no,no,no,yes,0,1190
8260,no,18,9,no,no,no,yes,0,2250
25600,no,38,12,no,no,yes,no,23000,23000
17100,no,34,3,no,yes,yes,yes,7130,11100
19900,no,23,15,no,no,yes,no,6280,13300
19600,no,27,12,no,no,yes,no,16300,13400
2150,no,44,8,no,no,yes,yes,9500,10300
17700,no,20,9,no,no,no,yes,3010,10700
0,no,18,9,no,no,no,yes,539,4250
1250,no,24,16,no,no,no,no,9760,10300
5540,no,50,18,no,no,no,no,8130,7410
25600,no,26,16,no,no,yes,no,23900,25200
25600,no,40,16,no,no,yes,no,25900,25200
25600,no,32,9,no,no,yes,yes,24100,22900
23600,no,40,12,no,no,yes,no,20700,20200
25600,no,37,15,no,no,yes,no,25900,25200
15100,no,22,9,no,no,yes,yes,6510,8500
25600,no,35,12,no,no,yes,no,23900,25200
7130,no,29,16,no,no,yes,no,17400,14000
20200,no,48,9,no,no,yes,yes,18400,20900
0,no,42,12,no,no,yes,no,25900,25200
0,no,46,10,no,no,yes,yes,25900,22000
15100,no,20,12,no,no,no,no,2460,3650
15300,no,20,16,no,no,no,no,0,30.4
2960,no,18,13,no,no,no,no,1490,2330
6240,no,40,15,no,no,yes,no,10900,5920
12200,no,32,18,no,no,yes,no,13800,10700
25600,no,34,12,no,no,yes,no,23400,23800
25600,no,47,8,no,no,yes,yes,25900,25200
4000,no,21,15,no,no,no,no,1220,1390
25600,no,47,12,no,no,yes,no,25900,25200
16000,no,51,12,no,no,yes,no,21000,3140
20000,no,17,10,no,no,no,yes,0,1890
16900,no,17,10,no,no,no,yes,0,1290
0,no,30,16,no,no,no,no,776,5470
25600,no,52,16,no,no,yes,no,25900,25200
25600,no,54,12,no,no,yes,no,25900,25200
24800,no,31,12,no,no,yes,no,24300,24300
25600,no,31,18,no,no,yes,no,24700,25200
7260,no,23,12,no,no,yes,no,11400,17500
24000,no,24,16,no,no,no,no,3170,20400
24000,no,30,14,no,no,no,no,10100,20600
6800,no,44,12,yes,no,yes,no,6470,6480
192,no,24,15,yes,no,no,no,17400,7090
8890,no,26,18,no,no,no,no,1420,2500
15900,no,53,5,no,yes,yes,yes,13400,12400
25600,no,37,12,yes,no,yes,no,25900,25100
23900,no,50,10,no,no,no,yes,23700,25200
25600,no,46,13,no,no,yes,no,25900,25200
0,no,43,12,no,no,yes,no,25900,25200
7360,no,17,11,no,no,no,yes,0,2740
25600,no,34,12,no,no,yes,no,24100,22000
21700,no,38,8,no,no,yes,yes,21900,21000
0,no,26,12,no,no,yes,no,0,0
25600,no,48,12,no,no,no,no,25900,17300
17900,no,24,16,no,no,yes,no,12400,16500
25600,no,49,12,yes,no,yes,no,25900,22700
25600,no,29,9,no,no,yes,yes,25900,19100
13700,no,21,12,no,no,yes,no,13700,13900
25600,no,25,12,no,no,yes,no,21100,18900
11900,no,28,12,no,no,yes,no,19200,21500
1950,no,26,12,no,no,yes,no,6920,5440
3460,no,24,16,no,no,no,no,7590,5310
17800,no,23,16,no,no,no,no,8420,16100
13300,no,23,12,no,no,no,no,15000,13500
13700,no,34,11,no,no,yes,yes,25900,25200
25600,no,27,11,no,no,no,yes,22200,17100
7260,no,40,12,no,no,yes,no,25600,24900
25600,no,45,12,no,no,yes,no,25900,25200
22200,no,55,12,no,no,yes,no,25900,11500
25600,no,29,11,no,no,yes,yes,25800,23700
21100,no,51,9,no,no,yes,yes,23300,22500
9850,no,21,12,no,no,no,no,13100,10100
25600,no,22,12,no,no,yes,no,20300,22200
14500,no,25,12,no,no,yes,no,17100,14600
23000,no,34,12,no,no,no,no,18600,19100
18500,no,24,12,no,no,yes,no,16000,18500
594,no,43,14,no,no,yes,no,22000,23100
21300,no,23,12,no,no,yes,no,10600,11200
13200,no,24,17,no,no,yes,no,3710,7980
25600,no,40,12,no,no,yes,no,25900,25200
12300,no,16,10,no,yes,no,yes,0,1450
25600,no,39,16,no,no,yes,no,25900,25200
0,no,16,9,no,no,no,yes,0,0
18600,no,36,11,no,no,yes,yes,25900,25200
10900,no,39,14,no,no,yes,no,14400,0
0,no,37,18,no,no,no,no,12700,0
9240,no,35,18,no,no,no,no,3880,9580
0,no,33,18,no,no,no,no,5170,4910
17400,no,25,16,no,no,yes,no,16700,15200
25600,no,30,12,no,no,yes,no,25900,25200
25600,no,38,13,no,no,yes,no,25900,25200
5210,no,29,12,no,no,no,no,4910,5440
22700,no,36,15,no,no,yes,no,16700,18500
24100,no,27,12,no,no,yes,no,21100,19800
19300,no,40,16,no,no,yes,no,11300,14400
0,no,29,13,no,no,yes,no,19900,6160
24900,no,20,14,no,no,no,no,3780,4630
8540,no,17,11,no,no,no,yes,2500,3070
2500,no,16,9,no,no,no,yes,0,496
7710,no,20,12,no,no,yes,no,7880,4540
25600,no,32,12,no,no,yes,no,25900,21200
25600,no,28,14,no,no,yes,no,25900,25200
0,no,48,15,no,no,yes,no,0,0
0,no,35,12,yes,no,yes,no,729,0
0,no,51,11,yes,no,no,yes,2790,6010
0,no,54,9,no,no,yes,yes,0,0
25600,no,29,16,yes,no,yes,no,25900,25200
0,no,29,12,no,yes,yes,no,19500,4340
25600,no,54,12,no,no,yes,no,25900,25200
25600,no,50,8,no,no,yes,yes,25900,12100
20300,no,52,12,no,no,yes,no,19800,19300
22100,no,28,11,no,no,no,yes,25900,9400
14200,no,51,11,no,no,yes,yes,18000,23900
19300,no,24,13,no,no,no,no,17000,22400
25600,no,32,12,no,no,yes,no,25900,25200
25600,no,29,12,no,no,yes,no,25900,22600
21700,no,29,16,no,no,yes,no,19100,19400
0,no,49,12,no,no,yes,no,25900,25200
21700,no,42,9,no,no,yes,yes,18900,13200
25600,no,32,12,no,no,yes,no,21100,9580
25600,no,53,10,no,no,yes,yes,21800,21500
11100,no,43,7,no,no,yes,yes,25900,22600
18400,no,49,12,no,no,yes,no,25900,20400
8870,no,20,12,no,no,no,no,5940,10400
11600,no,16,10,no,no,no,yes,3560,3610
16900,no,24,15,no,no,no,no,21100,22300
20400,no,20,12,no,no,yes,no,13600,14700
0,no,49,12,no,no,no,no,25200,25200
19200,no,32,5,no,no,yes,yes,17900,18400
16000,no,48,12,no,no,yes,no,18800,20300
10500,no,26,12,no,no,yes,no,5650,12400
3810,no,27,12,no,no,yes,no,11100,1170
0,no,40,15,no,no,no,no,0,806
19800,no,20,12,no,no,no,no,10800,15500
19900,no,51,10,no,no,yes,yes,20600,19700
19500,no,19,12,no,no,no,no,4130,11500
14300,no,19,12,no,no,no,no,1240,1460
7540,no,17,11,no,no,no,yes,645,2120
18800,no,45,12,no,no,yes,no,18000,17800
0,no,19,12,no,no,no,no,0,0
14800,no,51,12,no,no,yes,no,25400,13500
0,no,31,17,no,no,yes,no,2060,6120
15600,no,20,12,no,no,no,no,0,1150
25600,no,49,11,no,no,yes,yes,25900,25200
20400,no,47,12,no,no,no,no,23900,22800
0,no,21,12,no,no,no,no,8010,5280
12500,no,23,12,no,no,yes,no,11000,6080
24800,no,54,6,no,no,yes,yes,20700,18600
11300,no,55,9,no,no,yes,yes,14300,13600
6020,no,16,10,no,no,no,yes,0,2080
0,no,44,16,no,no,yes,no,25900,25200
12800,no,17,11,no,no,no,yes,198,3070
25600,no,45,14,no,no,yes,no,12800,23300
4940,no,18,11,no,no,no,yes,1390,3170
25600,no,30,18,no,no,yes,no,25900,25200
14200,no,21,14,no,no,no,no,1420,2550
647,no,18,15,no,no,no,no,2930,5210
25600,no,29,17,no,no,yes,no,0,0
17100,no,45,14,no,no,yes,no,12100,13100
1700,no,22,12,no,no,no,no,12300,4240
0,no,45,18,no,no,no,no,22200,20000
13300,no,17,11,no,no,no,yes,903,623
25100,no,52,11,no,no,yes,yes,24000,20200
21900,no,37,12,no,no,yes,no,19600,19400
25600,no,38,12,no,no,yes,no,25900,25200
20000,no,42,10,no,no,yes,yes,21300,20500
9360,no,16,9,no,no,no,yes,3410,3090
10400,no,21,14,no,no,yes,no,2880,9500
25600,no,33,17,no,no,yes,no,25400,25200
25600,no,32,18,no,no,yes,no,25900,25200
0,no,23,16,no,no,yes,no,9480,18200
4360,no,21,12,no,no,yes,no,4500,5300
15300,no,26,12,no,no,yes,no,12500,13700
25600,no,45,12,no,no,yes,no,25900,25200
9950,no,18,12,no,no,no,no,225,3070
25600,no,47,8,no,no,yes,yes,25900,25200
15000,no,17,11,no,no,no,yes,0,0
21900,no,29,12,no,no,yes,no,20900,21900
24300,no,35,12,no,no,yes,no,22800,21000
24100,no,32,14,no,no,yes,no,24200,24300
25600,no,48,8,no,no,yes,yes,25900,25200
22500,no,43,8,no,no,yes,yes,18000,17500
0,no,33,10,no,no,yes,yes,22800,20500
19900,no,53,12,no,no,yes,no,25900,24600
6770,no,17,10,no,no,no,yes,0,2910
0,no,50,15,no,no,yes,no,0,0
25600,no,29,18,no,no,yes,no,25900,25200
20100,no,21,12,no,no,yes,no,8700,10800
0,no,30,12,no,no,no,no,3250,19200
11000,no,26,12,no,no,no,no,14100,15800
25600,no,40,18,no,no,yes,no,25900,25200
0,no,47,12,no,no,yes,no,12800,3920
4620,no,34,12,no,no,yes,no,8090,3300
13000,no,31,12,no,no,yes,no,23100,21700
20800,no,36,12,no,no,yes,no,19900,20000
14300,no,29,13,no,no,yes,no,2780,0
9550,no,44,8,no,no,yes,yes,11700,13200
2550,no,48,12,no,no,yes,no,15900,14100
8240,no,18,12,no,no,no,no,0,1900
20800,no,48,16,no,no,yes,no,18700,16500
15000,no,33,12,yes,no,yes,no,5180,1320
7830,no,45,11,yes,no,no,yes,8550,1240
25600,no,32,12,no,no,yes,no,14100,25200
18400,no,30,16,no,no,yes,no,22800,17200
18000,no,55,12,no,no,yes,no,18800,18300
9790,no,55,9,no,no,yes,yes,19000,15400
14200,no,21,13,no,no,no,no,5590,4080
12800,no,22,8,no,no,no,yes,10700,11100
25600,no,43,12,no,no,yes,no,25900,25200
21500,no,44,12,no,no,yes,no,22500,22200
15000,no,22,12,no,no,yes,no,16500,15800
10400,no,23,12,no,no,no,no,13900,9280
25600,no,49,12,no,no,yes,no,25900,25200
25600,no,33,12,no,no,yes,no,25900,21100
20600,no,24,12,no,no,yes,no,2780,0
0,no,47,12,no,no,yes,no,24800,21100
21100,no,34,7,no,no,yes,yes,20900,21000
0,no,31,9,no,no,no,yes,0,0
19600,no,29,11,no,no,no,yes,21100,20800
188,no,25,12,no,no,yes,no,14900,8080
14800,no,26,16,no,no,yes,no,17500,17900
21100,no,24,15,no,no,yes,no,25900,22500
22600,no,24,16,no,no,yes,no,15500,20600
0,no,24,12,no,no,yes,no,4750,0
25600,no,30,12,no,no,yes,no,7940,22000
21400,no,19,12,no,no,yes,no,11500,15200
12400,no,34,13,no,no,yes,no,10100,8030
20900,no,55,12,no,no,yes,no,17400,16600
0,no,43,12,no,no,yes,no,0,0
10700,no,18,12,no,no,no,no,0,209
9610,no,16,9,no,no,no,yes,0,0
25600,no,30,16,no,no,yes,no,25900,25200
7390,no,20,14,no,no,no,no,4130,6360
25600,no,28,16,no,no,no,no,22500,21900
0,no,41,8,no,no,yes,yes,21500,17600
0,no,25,12,no,no,no,no,17700,9340
9970,no,31,13,no,no,no,no,15100,18600
0,no,43,12,no,no,yes,no,0,0
16100,no,16,10,no,no,no,yes,0,0
0,no,52,4,yes,no,yes,yes,0,0
5500,no,20,12,yes,no,no,no,11800,14400
0,no,49,9,yes,no,yes,yes,0,0
0,no,54,11,yes,no,yes,yes,25900,25200
14400,no,25,9,no,yes,yes,yes,2300,9200
10800,no,31,8,no,yes,yes,yes,7890,7810
25600,no,36,4,no,no,yes,yes,25900,25200
946,no,42,6,no,no,yes,yes,2740,4510
7850,no,25,12,no,no,yes,no,2220,9640
24100,no,30,15,no,no,yes,no,25300,23800
25600,no,53,11,no,no,yes,yes,25900,25200
17300,no,50,12,no,no,yes,no,1800,6220
324,no,48,16,no,no,yes,no,2920,0
22600,no,25,12,no,no,yes,no,17800,21900
25600,no,38,16,no,yes,yes,no,25900,25200
17400,no,50,9,yes,no,yes,yes,8370,10300
16500,no,29,12,no,yes,yes,no,17000,17000
25300,no,26,13,no,no,yes,no,20800,18900
17900,no,23,14,no,no,no,no,14800,10200
25600,no,53,9,no,no,no,yes,25900,25200
25600,no,50,11,no,no,no,yes,25900,25200
10600,no,55,14,no,no,yes,no,8390,19000
16000,no,22,16,no,no,no,no,2350,3160
10500,no,20,14,no,no,no,no,1730,1390
25600,no,28,16,no,no,yes,no,25900,25200
25600,no,39,7,no,no,yes,yes,25900,19500
0,no,33,17,no,no,yes,no,25900,25200
19200,no,34,12,no,no,yes,no,21200,19000
14200,no,36,11,no,yes,yes,yes,4130,15600
0,no,48,9,yes,no,no,yes,0,0
16000,no,33,9,yes,no,no,yes,0,13000
9260,no,17,10,yes,no,no,yes,0,1650
0,no,28,8,yes,no,no,yes,15300,3860
14900,no,35,12,yes,no,yes,no,7140,16600
8370,no,22,15,no,no,no,no,0,0
10000,no,37,14,no,yes,no,no,25900,25200
13600,no,32,16,no,no,yes,no,25900,8590
25600,no,33,12,no,yes,yes,no,25900,21200
25600,no,54,10,no,yes,yes,yes,25900,24600
25100,no,29,15,no,no,no,no,7080,17600
15000,no,54,8,no,no,yes,yes,16200,16500
4210,no,21,12,yes,no,yes,no,8750,6110
0,no,26,8,no,no,yes,yes,11900,16900
25600,no,36,16,no,yes,no,no,25900,25200
14000,no,36,11,no,yes,no,yes,6600,15000
16100,no,33,12,no,no,yes,no,11800,15000
16400,no,31,13,yes,no,yes,no,11000,12700
118,no,50,12,no,no,yes,no,2900,1960
0,no,51,10,no,no,yes,yes,0,0
21400,no,36,12,no,no,no,no,20000,22300
25600,no,54,12,no,no,yes,no,14500,13300
8870,no,18,10,no,no,no,yes,2880,6240
9490,no,52,12,no,no,yes,no,25900,25200
0,no,18,12,no,no,no,no,0,256
1400,no,17,12,no,no,no,no,5490,5670
25600,no,42,18,yes,no,yes,no,25900,25200
25600,no,37,18,no,no,yes,no,14000,23500
0,no,45,17,no,no,yes,no,25900,4320
25600,no,27,13,no,no,yes,no,17600,19700
11500,no,26,12,no,no,no,no,11500,12700
0,no,21,12,no,no,no,no,7500,7720
1600,no,23,15,no,no,yes,no,6420,877
23100,no,55,10,no,no,yes,yes,25800,25200
25600,no,38,14,no,no,yes,no,25900,25200
0,no,54,14,no,no,yes,no,0,0
14400,no,33,12,no,no,yes,no,24900,22400
18900,no,35,12,no,no,yes,no,20900,20600
0,no,47,16,no,no,yes,no,2820,0
25600,no,35,12,no,no,yes,no,25900,25200
0,no,26,17,no,no,yes,no,2840,0
25600,no,38,16,yes,no,no,no,25900,25200
25600,no,47,10,yes,no,yes,yes,25900,20800
20800,no,28,17,yes,no,yes,no,23900,22300
13300,no,17,11,no,no,no,yes,0,723
25600,no,27,16,no,no,yes,no,17800,21100
22400,no,51,10,no,no,yes,yes,18800,19200
0,no,49,12,no,no,yes,no,12100,11700
12500,no,23,12,no,no,no,no,16600,9140
0,no,53,14,no,no,yes,no,25900,25200
25600,no,43,12,no,no,yes,no,25900,25200
25600,no,47,16,no,no,yes,no,25900,25200
0,no,26,12,no,no,yes,no,0,0
13000,no,25,13,no,no,yes,no,2260,11200
0,no,46,12,no,no,yes,no,25400,25200
479,no,22,10,no,no,no,yes,4780,473
25600,no,38,13,yes,no,yes,no,25900,25200
25600,no,54,12,no,no,yes,no,25900,25200
18800,no,29,12,no,yes,no,no,19300,24100
24500,no,32,12,no,no,yes,no,25900,25200
17100,no,27,12,no,no,yes,no,12700,9850
3400,no,22,13,no,no,yes,no,12000,14900
2650,no,27,12,no,no,yes,no,24400,7500
19400,no,27,15,no,no,yes,no,0,13400
19500,no,33,11,no,no,yes,yes,25900,25200
25600,no,27,12,no,no,yes,no,21800,23100
4470,no,54,12,no,no,yes,no,5170,1960
14700,no,53,7,no,no,yes,yes,15900,17300
17900,no,30,12,no,no,yes,no,15700,17200
17700,no,34,17,no,no,yes,no,17300,0
10100,no,52,12,no,no,yes,no,12300,7100
2580,no,28,16,no,no,no,no,13600,13400
2700,no,30,17,no,no,no,no,0,3340
8880,no,27,12,no,no,yes,no,13500,12200
4980,no,22,12,no,no,no,no,12300,14600
675,no,19,10,no,no,no,yes,1930,113
14500,no,24,12,no,no,yes,no,12100,14200
16700,no,21,12,no,no,no,no,14100,15900
9670,no,23,14,no,no,no,no,2160,4570
13100,no,20,14,no,no,no,no,6720,6890
22900,no,27,16,no,no,yes,no,12900,15300
21100,no,25,16,no,no,yes,no,8350,15500
0,no,55,18,no,no,no,no,0,0
12900,no,27,12,no,no,yes,no,5830,11300
9500,no,47,12,no,no,yes,no,25900,25200
702,no,19,12,no,no,no,no,2380,3430
0,no,16,9,no,no,no,yes,0,0
24300,no,31,12,no,no,yes,no,22800,22800
22500,no,45,12,no,no,yes,no,21800,20500
25600,no,42,8,no,no,yes,yes,23600,21800
4940,no,33,12,yes,no,yes,no,8030,4680
0,no,36,11,no,no,yes,yes,1400,0
18900,no,44,12,no,no,yes,no,16400,16000
7770,no,17,10,no,no,no,yes,835,1690
14500,no,30,12,no,no,yes,no,7350,2080
14300,no,21,12,no,no,yes,no,13100,8490
14900,no,31,9,no,no,no,yes,8570,6410
0,no,48,6,no,no,yes,yes,23800,5650
8290,no,21,12,no,no,no,no,6160,1930
22600,no,32,12,no,no,yes,no,19900,14100
8700,no,50,11,no,no,yes,yes,8530,6490
21800,no,34,12,no,no,yes,no,24900,25200
25600,no,43,15,no,no,yes,no,25900,25200
13300,no,22,12,no,no,no,no,20000,15500
0,no,23,12,no,no,no,no,1500,0
5940,no,26,12,no,no,no,no,0,1610
23600,no,35,11,no,no,yes,yes,2430,16900
12600,no,28,12,no,no,yes,no,15100,9890
23000,no,22,12,no,no,yes,no,25800,17100
20900,no,33,15,no,no,yes,no,25400,4660
25600,no,18,12,no,no,no,no,5130,9030
25600,no,23,12,no,no,yes,no,15900,13100
0,no,42,12,no,no,yes,no,0,0
6550,no,22,9,no,no,yes,yes,22100,20100
21100,no,38,12,no,no,yes,no,22000,21800
25600,no,34,12,no,no,yes,no,15600,0
25500,no,26,15,no,no,yes,no,22100,23300
25600,no,40,11,no,no,yes,yes,24900,24000
14400,no,18,10,no,no,no,yes,1430,0
25600,no,21,12,no,no,no,no,12600,9420
10000,no,38,11,no,no,yes,yes,22200,3780
2740,no,17,11,no,no,no,yes,733,4140
18900,no,20,12,no,no,yes,no,2240,7570
0,no,53,9,yes,no,yes,yes,0,0
22800,no,52,14,no,no,yes,no,25900,25200
13200,no,25,12,no,no,yes,no,14000,13500
8960,no,18,12,no,no,no,no,2220,4190
9670,no,20,12,no,no,yes,no,3940,4860
25600,no,55,13,no,no,yes,no,25900,25200
3180,no,20,13,no,no,no,no,2490,3100
18300,no,46,12,no,no,yes,no,18900,18800
591,no,31,8,no,no,yes,yes,0,0
17300,no,23,12,no,no,no,no,17500,15400
0,no,22,9,no,no,no,yes,537,0
15200,no,19,12,no,no,no,no,3580,2640
25600,no,47,12,no,no,yes,no,25900,25200
9640,no,29,9,no,no,no,yes,16500,7730
25600,no,41,12,no,no,yes,no,25900,25200
25600,no,45,12,no,no,yes,no,25900,16800
25400,no,35,12,no,no,yes,no,18600,17900
2260,no,16,10,no,no,no,yes,0,0
22400,no,24,12,no,no,yes,no,22200,21000
12800,no,18,12,no,no,no,no,19.6,7830
7130,no,46,15,no,no,yes,no,10100,11600
25600,no,41,14,no,no,yes,no,25900,25200
25600,no,33,14,no,no,yes,no,25900,25200
16300,no,25,13,no,no,yes,no,13700,11500
21600,no,32,14,no,no,yes,no,19100,17100
17500,no,33,12,no,no,yes,no,25900,20000
1430,no,20,13,no,no,no,no,3940,2160
25500,no,27,12,no,no,no,no,20400,7060
16800,no,19,12,no,no,no,no,4950,4400
6480,no,19,12,no,no,no,no,2810,1980
21300,no,48,8,no,no,yes,yes,21400,20700
23800,no,37,12,no,no,yes,no,20900,22200
20800,no,27,14,no,no,yes,no,14800,14800
25600,no,48,8,no,no,yes,yes,25900,25200
12800,no,18,11,no,no,no,yes,4160,5620
82.8,no,41,18,no,no,yes,no,0,0
19500,no,25,12,no,no,yes,no,16900,12600
668,no,18,12,no,no,no,no,2510,2110
1920,no,47,13,no,no,yes,no,3310,763
25600,no,30,16,no,no,yes,no,21200,25200
25600,no,38,9,no,no,yes,yes,25900,22000
25600,no,41,12,no,no,yes,no,25900,25200
12600,no,18,12,no,no,no,no,3970,5840
25600,no,34,12,no,no,yes,no,18500,17200
0,no,42,12,no,no,yes,no,1560,0
3730,no,17,10,no,no,no,yes,0,451
18700,no,50,12,no,no,no,no,16900,18500
21400,no,25,12,no,no,yes,no,17600,11300
20800,no,33,16,no,no,yes,no,12000,4980
19100,no,20,12,no,no,yes,no,3320,7290
25600,no,39,12,yes,no,yes,no,21600,18400
25600,no,26,12,yes,no,no,no,13800,23200
650,no,28,12,no,no,yes,no,0,25200
25600,no,50,8,no,no,yes,yes,20100,22800
4000,no,24,12,no,no,yes,no,3070,9100
25600,no,45,8,no,no,yes,yes,25900,25200
93.1,no,24,12,no,no,yes,no,4850,0
0,no,21,12,no,no,yes,no,14300,15100
24100,no,42,12,no,no,yes,no,21700,18800
4700,no,18,11,no,no,no,yes,2080,3100
16600,no,30,12,no,no,yes,no,17900,15200
25600,no,32,12,no,no,yes,no,25400,25200
25600,no,43,12,no,no,yes,no,25900,25200
14300,no,26,17,no,no,yes,no,11500,8000
25600,no,53,13,no,no,yes,no,25900,19100
15900,no,18,13,no,no,no,no,4400,11100
25600,no,53,12,no,no,yes,no,25900,25200
25600,no,45,12,no,no,yes,no,25900,23300
15100,no,21,10,no,yes,yes,yes,8120,10400
15800,no,26,16,no,no,yes,no,11400,14300
12500,no,49,8,no,no,yes,yes,8440,909
279,no,29,12,no,no,yes,no,886,0
0,no,53,15,no,no,yes,no,0,0
6350,no,46,10,no,no,yes,yes,8510,9730
25600,no,41,9,no,no,no,yes,23200,22500
25600,no,51,7,no,no,yes,yes,25900,25200
0,no,36,12,no,no,yes,no,3990,602
0,no,47,12,no,no,yes,no,0,0
25600,no,25,16,no,no,yes,no,21300,22500
25600,no,43,14,yes,no,no,no,25900,25200
6370,no,16,9,no,no,yes,yes,0,0
20200,no,22,14,no,no,no,no,13200,9630
25600,no,33,16,no,no,yes,no,25900,25200
20400,no,23,13,no,no,yes,no,11800,15200
25600,no,31,16,no,no,yes,no,25900,25200
25300,no,23,12,no,no,yes,no,18000,16500
35.5,no,27,12,no,no,yes,no,0,0
19600,no,41,8,no,no,yes,yes,20600,16100
2980,no,34,12,no,no,yes,no,8690,0
1600,no,19,12,no,no,no,no,2060,3590
0,no,42,12,no,no,yes,no,0,580
0,no,33,16,no,no,no,no,0,537
21700,no,34,13,yes,no,yes,no,5190,13600
0,no,16,9,yes,no,no,yes,0,0
23100,no,31,12,no,no,yes,no,25900,25200
25600,no,22,12,no,yes,yes,no,20700,24100
0,no,41,11,yes,no,yes,yes,4840,822
23100,no,54,6,yes,no,yes,yes,20400,24400
7090,no,25,15,no,no,no,no,2510,3960
20400,no,55,4,no,no,yes,yes,24400,20000
7760,no,19,11,yes,no,no,yes,0,0
6080,no,20,9,yes,no,no,yes,0,0
14500,no,26,6,no,yes,yes,yes,15400,21500
0,no,35,18,no,no,yes,no,4330,19500
10700,no,39,9,no,no,yes,yes,14200,5630
0,no,52,13,no,no,yes,no,0,0
0,no,17,11,no,no,no,yes,0,0
7260,no,17,10,no,no,no,yes,0,0
25600,no,40,12,no,no,yes,no,18000,23800
11300,no,29,12,no,no,yes,no,19300,19700
54.7,no,17,9,yes,no,no,yes,0,297
